SERVUS CREDIT UNION LTD,131,https://www.servus.ca/life,https://www.servus.ca/about,,,,,
MERIDIAN CREDIT UNION,117,https://www.meridiancu.ca/,https://www.meridiancu.ca/About-Meridian.aspx ,,,,,
CENTRAL 1 CREDIT UNION,117,https://www.central1.com/ ,https://www.central1.com/operational-expertise/ ,,,,,
AFFINITY CREDIT UNION 2013,97,https://www.affinitycu.ca/ ,https://www.affinitycu.ca/meet-affinity/overview ,,,,,
VANCOUVER CITY SAVINGS CREDIT UNION,84,https://www.vancity.com/ ,https://www.vancity.com/AboutVancity/VisionAndValues/Glance/?xcid=hp_about_pod_vancityataglance ,,,,,
COAST CAPITAL SAVINGS FEDERAL CU,82,https://www.coastcapitalsavings.com/ ,https://www.coastcapitalsavings.com/governance ,,,,,
CONEXUS CREDIT UNION,75,https://www.conexus.ca/Personal/ ,https://www.conexus.ca/AboutConexus/ ,,,,,
CREDIT UNION CENTRAL ALBERTA LTD,64,https://albertacentral.com/Home/ ,https://albertacentral.com/Who-is-Alberta-Central/ ,,,,,
CONNECT FIRST CREDIT UNION,53,https://www.connectfirstcu.com/ ,https://www.connectfirstcu.com/about-group/about ,,,,,
FIRSTONTARIO CR. UN. LTD,46,https://www.firstontariocu.com/Personal/ ,https://www.firstontariocu.com/Personal/AboutUs/ ,,,,,
LIBRO CREDIT UNION LIMITED,45,https://www.libro.ca/ ,https://www.libro.ca/about ,,,,,
INNOVATION CREDIT UNION,43,https://innovationcu.ca/Personal/ ,https://innovationcu.ca/AboutUs/VisionAndValues/ ,,,,,
GULF & FRASER FISHERMEN'S CR UNION,42,https://www.gffg.com/Personal/ ,https://www.gffg.com/AboutUs/WhoWeAre/VisionMission/ ,,,,,
COASTAL COMMUNITY CREDIT UNION,36,https://www.cccu.ca/Personal/ ,https://www.cccu.ca/Personal/AboutUs/WhoWeAre/VisionMissionValues/ ,,,,,
ENVISION FINANCIAL A DIVISION,33,https://www.envisionfinancial.ca/Personal/ ,https://www.envisionfinancial.ca/Personal/Community/ ,,,,,
ALTERNA SAVINGS AND CREDIT UNION LTD,30,https://www.alterna.ca/ ,https://www.alterna.ca/AboutUs/ ,,,,,
ASSINIBOINE CREDIT UNION,29,https://www.assiniboine.mb.ca/ ,https://www.assiniboine.mb.ca/About-Us/ ,,,,,
NORTHERN CREDIT UNION LTD,28,https://www.northerncu.com/personal/ ,https://www.northerncu.com/true-north-strong/about-us/ ,,,,,
CAISSE POPULAIRE GROUPE FINANCIER,27,http://www.caisse.biz/en/ ,http://www.caisse.biz/en/about-us/ ,,,,,
TANDIA FINANCIAL CREDIT UNION,24,https://www.tandia.com/Personal/ ,https://www.tandia.com/Personal/AboutUs/ ,,,,,
KAWARTHA CREDIT UNION LIMITED,23,https://www.kawarthacu.com/ ,https://www.kawarthacu.com/AboutUs/ ,,,,,
PROSPERA CREDIT UNION,23,https://prospera.ca/ ,https://prospera.ca/AboutUs/ ,,,,,
FUSION CREDIT UNION,23,https://fusioncu.com/ ,https://fusioncu.com/about/ ,,,,,
SUNOVA CREDIT UNION,23,https://www.sunovacu.ca/ ,https://www.sunovacu.ca/our-story/ ,,,,,
VALLEY FIRST A DIVISION,22,https://www.valleyfirst.com/Personal/ ,https://www.valleyfirst.com/Personal/AboutUs/OurOrganization/OurHistory/ ,,,,,
INTERIOR SAVINGS CREDIT UNION,22,https://www.interiorsavings.com/ ,https://www.interiorsavings.com/AboutUs/ ,,,,,
VISION CREDIT UNION,22,https://www.visioncu.ca/ ,https://www.visioncu.ca/Personal/AboutUs/ ,,,,,
WESTMINSTER SAVINGS CREDIT UNION,21,https://www.wscu.com/Personal/ ,https://www.wscu.com/Personal/AboutUs/ ,,,,,
MERIDIAN CREDIT UNION LIMITED,20,https://www.meridiancu.ca/,https://www.meridiancu.ca/About-Meridian.aspx,,,,,
EAST COAST CREDIT UNION,20,https://www.eastcoastcu.ca/Home/ ,https://www.eastcoastcu.ca/Home/YourCreditUnion/AboutUs/ ,,,,,
